JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456292.48471,14.676,0.033,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.345,Z,,12.470,,AA TAU,AAVSO,STD,0,,,
2456292.48554,14.603,0.031,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.341,Z,,12.468,,AA TAU,AAVSO,STD,0,,,
2456292.48638,14.654,0.031,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.336,Z,,12.446,,AA TAU,AAVSO,STD,0,,,
2456292.48720,14.604,0.028,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.332,Z,,12.444,,AA TAU,AAVSO,STD,0,,,
2456292.48803,14.541,0.030,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.327,Z,,12.466,,AA TAU,AAVSO,STD,0,,,
2456292.48887,14.634,0.027,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.323,Z,,12.476,,AA TAU,AAVSO,STD,0,,,
2456292.48969,14.694,0.033,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.318,Z,,12.473,,AA TAU,AAVSO,STD,0,,,
2456292.49052,14.614,0.026,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.314,Z,,12.473,,AA TAU,AAVSO,STD,0,,,
2456292.49134,14.589,0.028,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.310,Z,,12.460,,AA TAU,AAVSO,STD,0,,,
2456292.49216,14.662,0.033,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.306,Z,,12.477,,AA TAU,AAVSO,STD,0,,,
2456292.49300,14.589,0.029,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.302,Z,,12.462,,AA TAU,AAVSO,STD,0,,,
2456292.49382,14.652,0.029,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.298,Z,,12.464,,AA TAU,AAVSO,STD,0,,,
2456292.49464,14.555,0.028,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.294,Z,,12.463,,AA TAU,AAVSO,STD,0,,,
2456292.49546,14.579,0.028,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.290,Z,,12.471,,AA TAU,AAVSO,STD,0,,,
2456292.49630,14.645,0.032,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.286,Z,,12.470,,AA TAU,AAVSO,STD,0,,,
2456292.49712,14.584,0.025,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.282,Z,,12.457,,AA TAU,AAVSO,STD,0,,,
2456292.49794,14.662,0.032,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.278,Z,,12.488,,AA TAU,AAVSO,STD,0,,,
2456292.49877,14.632,0.031,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.274,Z,,12.454,,AA TAU,AAVSO,STD,0,,,
2456292.49959,14.569,0.030,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.271,Z,,12.457,,AA TAU,AAVSO,STD,0,,,
2456292.50042,14.601,0.027,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.267,Z,,12.477,,AA TAU,AAVSO,STD,0,,,
2456292.50125,14.596,0.028,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.263,Z,,12.461,,AA TAU,AAVSO,STD,0,,,
2456292.50207,14.631,0.026,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.260,Z,,12.467,,AA TAU,AAVSO,STD,0,,,
2456292.50289,14.661,0.027,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.256,Z,,12.453,,AA TAU,AAVSO,STD,0,,,
2456292.50373,14.646,0.024,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.253,Z,,12.460,,AA TAU,AAVSO,STD,0,,,
2456292.50456,14.658,0.031,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.249,Z,,12.456,,AA TAU,AAVSO,STD,0,,,
2456292.50539,14.609,0.027,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.246,Z,,12.461,,AA TAU,AAVSO,STD,0,,,
2456292.50623,14.632,0.030,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.242,Z,,12.473,,AA TAU,AAVSO,STD,0,,,
2456292.50706,14.646,0.028,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.239,Z,,12.471,,AA TAU,AAVSO,STD,0,,,
2456292.50788,14.637,0.029,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.236,Z,,12.463,,AA TAU,AAVSO,STD,0,,,
2456292.50872,14.579,0.027,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.232,Z,,12.461,,AA TAU,AAVSO,STD,0,,,
2456292.50955,14.537,0.031,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.229,Z,,12.454,,AA TAU,AAVSO,STD,0,,,
2456292.51038,14.659,0.026,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.226,Z,,12.468,,AA TAU,AAVSO,STD,0,,,
2456292.51122,14.615,0.029,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.223,Z,,12.458,,AA TAU,AAVSO,STD,0,,,
2456292.51205,14.659,0.031,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.220,Z,,12.449,,AA TAU,AAVSO,STD,0,,,
2456292.51287,14.645,0.029,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.217,Z,,12.462,,AA TAU,AAVSO,STD,0,,,
2456292.51370,14.592,0.027,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.214,Z,,12.456,,AA TAU,AAVSO,STD,0,,,
2456292.51454,14.608,0.029,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.210,Z,,12.477,,AA TAU,AAVSO,STD,0,,,
2456292.51537,14.549,0.028,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.207,Z,,12.461,,AA TAU,AAVSO,STD,0,,,
2456292.51620,14.587,0.025,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.204,Z,,12.466,,AA TAU,AAVSO,STD,0,,,
2456292.51704,14.665,0.029,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.202,Z,,12.472,,AA TAU,AAVSO,STD,0,,,
2456292.51787,14.516,0.028,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.199,Z,,12.450,,AA TAU,AAVSO,STD,0,,,
2456292.51870,14.652,0.027,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.196,Z,,12.450,,AA TAU,AAVSO,STD,0,,,
2456292.51954,14.589,0.028,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.193,Z,,12.456,,AA TAU,AAVSO,STD,0,,,
2456292.52036,14.604,0.026,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.190,Z,,12.477,,AA TAU,AAVSO,STD,0,,,
2456292.52119,14.660,0.028,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.188,Z,,12.465,,AA TAU,AAVSO,STD,0,,,
2456292.52203,14.567,0.027,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.185,Z,,12.462,,AA TAU,AAVSO,STD,0,,,
2456292.52286,14.560,0.027,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.182,Z,,12.472,,AA TAU,AAVSO,STD,0,,,
2456292.52369,14.641,0.031,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.180,Z,,12.460,,AA TAU,AAVSO,STD,0,,,
2456292.52451,14.602,0.026,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.177,Z,,12.476,,AA TAU,AAVSO,STD,0,,,
2456292.52535,14.620,0.028,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.174,Z,,12.450,,AA TAU,AAVSO,STD,0,,,
2456292.52618,14.602,0.030,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.172,Z,,12.445,,AA TAU,AAVSO,STD,0,,,
2456292.52701,14.639,0.027,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.169,Z,,12.477,,AA TAU,AAVSO,STD,0,,,
2456292.52785,14.638,0.028,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.167,Z,,12.468,,AA TAU,AAVSO,STD,0,,,
2456292.52868,14.585,0.026,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.164,Z,,12.464,,AA TAU,AAVSO,STD,0,,,
2456292.52950,14.650,0.027,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.162,Z,,12.461,,AA TAU,AAVSO,STD,0,,,
2456292.53035,14.572,0.027,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.160,Z,,12.474,,AA TAU,AAVSO,STD,0,,,
2456292.53118,14.605,0.025,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.157,Z,,12.447,,AA TAU,AAVSO,STD,0,,,
2456292.53200,14.620,0.027,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.155,Z,,12.477,,AA TAU,AAVSO,STD,0,,,
2456292.53284,14.614,0.028,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.153,Z,,12.469,,AA TAU,AAVSO,STD,0,,,
2456292.53367,14.635,0.028,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.150,Z,,12.463,,AA TAU,AAVSO,STD,0,,,
2456292.53491,14.533,0.030,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.147,Z,,12.462,,AA TAU,AAVSO,STD,0,,,
2456292.53574,14.639,0.026,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.145,Z,,12.474,,AA TAU,AAVSO,STD,0,,,
2456292.53657,14.628,0.030,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.143,Z,,12.462,,AA TAU,AAVSO,STD,0,,,
2456292.53741,14.634,0.026,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.141,Z,,12.453,,AA TAU,AAVSO,STD,0,,,
2456292.53823,14.624,0.027,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.139,Z,,12.443,,AA TAU,AAVSO,STD,0,,,
2456292.53906,14.649,0.026,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.137,Z,,12.466,,AA TAU,AAVSO,STD,0,,,
2456292.53990,14.637,0.027,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.135,Z,,12.457,,AA TAU,AAVSO,STD,0,,,
2456292.54073,14.652,0.026,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.133,Z,,12.474,,AA TAU,AAVSO,STD,0,,,
2456292.54156,14.642,0.027,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.131,Z,,12.476,,AA TAU,AAVSO,STD,0,,,
2456292.54238,14.573,0.030,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.129,Z,,12.472,,AA TAU,AAVSO,STD,0,,,
2456292.54322,14.621,0.025,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.127,Z,,12.448,,AA TAU,AAVSO,STD,0,,,
2456292.54405,14.617,0.027,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.125,Z,,12.465,,AA TAU,AAVSO,STD,0,,,
2456292.54488,14.609,0.029,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.123,Z,,12.476,,AA TAU,AAVSO,STD,0,,,
2456292.54572,14.637,0.024,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.121,Z,,12.482,,AA TAU,AAVSO,STD,0,,,
2456292.54654,14.629,0.028,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.119,Z,,12.470,,AA TAU,AAVSO,STD,0,,,
2456292.54737,14.681,0.026,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.118,Z,,12.466,,AA TAU,AAVSO,STD,0,,,
2456292.54821,14.622,0.026,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.116,Z,,12.475,,AA TAU,AAVSO,STD,0,,,
2456292.54904,14.599,0.027,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.114,Z,,12.468,,AA TAU,AAVSO,STD,0,,,
2456299.82348,15.000,0.088,,V,ROE,,ENSEMBLE,146,6983CFP,,0,1.734,Z,,14.455,,AA TAU,AAVSO,STD,,,,
2456301.47127,16.571,0.126,,B,MZK,,ENSEMBLE,125,10196RU,,1,1.287,Z,,13.531,,AA TAU,AAVSO,STD,,,,
2456301.47303,15.167,0.121,,V,MZK,,ENSEMBLE,125,10196RU,,1,1.279,Z,,12.467,,AA TAU,AAVSO,STD,,,,
2456301.47338,15.159,0.031,,V,MZK,,ENSEMBLE,125,10196RU,,0,1.279,Z,,12.464,,AA TAU,AAVSO,STD,,,,
2456301.47478,13.861,0.038,,R,MZK,,ENSEMBLE,125,10196RU,,1,1.271,Z,,11.677,,AA TAU,AAVSO,STD,,,,
2456301.47650,12.663,0.036,,I,MZK,,ENSEMBLE,125,10196RU,,1,1.263,Z,,10.986,,AA TAU,AAVSO,STD,,,,
2456318.80846,14.261,0.137,,V,ROE,,ENSEMBLE,,6983CFP,BU,0,2.346,Z,,,,AA TAU,AAVSO,STD,,,,
2456328.75602,14.779,0.097,,V,ROE,,ENSEMBLE,146,6983CFP,U,0,1.875,Z,,14.537,,AA TAU,AAVSO,STD,,,,
2456501.93211,14.672,0.023,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.61,Z,14.891,15.931,,AA TAU,AAVSO,STD,,,,
2456506.65782,15.079,0.048,,V,MGW,,120,142,12459XM,T7 - ITELESCOPE - SPAIN,0,1.748,Z,-6.936,-4.801,,AA TAU,AAVSO,STD,,,,
2456506.92809,14.921,0.054,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.82,Z,18.613,19.410,,AA TAU,VVS,STD,,,,
2456506.92884,14.952,0.056,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.81,Z,18.592,19.412,,AA TAU,VVS,STD,,,,
2456506.94209,14.995,0.014,,V,MGW,,120,142,12459XM,T21 - ITELESCOPE - NM,0,1.801,Z,-7.929,-5.759,,AA TAU,AAVSO,STD,,,,
2456507.359897,12.525,0.044,,I,HMH,,ENSEMBLE,000-BKF-953,12498S,,1,1.895,Z,,10.739,,AA TAU,AAVSO,STD,,,,
2456507.65382,15.080,0.015,,V,MGW,,120,142,12459XM,T7 - ITELESCOPE - SPAIN,0,1.764,Z,-8.120,-5.922,,AA TAU,AAVSO,STD,,,,
2456507.884359,15.070,0.004,,V,HBB,,ENSEMBLE,142,12466BYT,AVG OF 3,0,1.673,Z,,14.155,,AA TAU,,STD,,,,
2456507.92462,15.085,0.048,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.83,Z,18.652,19.442,,AA TAU,VVS,STD,,,,
2456507.92537,15.070,0.052,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.82,Z,18.667,19.433,,AA TAU,VVS,STD,,,,
2456508.65344,15.345,0.016,,V,MGW,,120,142,12459XM,T7 - ITELESCOPE - SPAIN,0,1.734,Z,-7.727,-5.518,,AA TAU,AAVSO,STD,,,,
2456508.84861,15.281,0.081,,V,ROE,,ENSEMBLE,146,6983CFP,U,0,2.763,Z,,14.448,,AA TAU,AAVSO,STD,,,,
2456508.84861,15.232,0.123,,V,ROE,,ENSEMBLE,146,6983CFP,U,0,2.763,Z,,14.508,,AA TAU,AAVSO,STD,,,,
2456508.92468,15.398,0.056,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.80,Z,18.571,19.449,,AA TAU,VVS,STD,,,,
2456508.92544,15.364,0.059,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.79,Z,18.562,19.417,,AA TAU,VVS,STD,,,,
2456509.65219,15.189,0.043,,V,MGW,,120,142,12468TG,T18 - ITELESCOPE,0,1.699,Z,12.919,15.107,,AA TAU,AAVSO,STD,,,,
2456509.697549,14.56,0.04,,V,LSTA,,ENSEMBLE,,,PT5M OBSERVATION,1,,Z,,,,AA Tau,AAVSO,STD,,,,
2456509.918612,15.074,0.048,,V,HBB,,ENSEMBLE,142,12468EKO,,0,1.334,Z,,14.145,,AA TAU,,STD,,,,
2456509.92402,15.220,0.057,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.78,Z,18.673,19.489,,AA TAU,VVS,STD,,,,
2456509.92478,15.197,0.058,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.78,Z,18.649,19.484,,AA TAU,VVS,STD,,,,
2456509.96200,15.122,0.011,,V,MGW,,120,142,12459XM,T21 - ITELESCOPE - NM,0,1.489,Z,-8.363,-6.179,,AA TAU,AAVSO,STD,,,,
2456510.66424,15.270,0.012,,V,MGW,,120,142,12459XM,T7 - ITELESCOPE - SPAIN,0,1.562,Z,-8.261,-6.071,,AA TAU,AAVSO,STD,,,,
2456510.92398,15.213,0.058,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.76,Z,18.633,19.470,,AA TAU,VVS,STD,,,,
2456510.92473,15.302,0.062,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.75,Z,18.632,19.473,,AA TAU,VVS,STD,,,,
2456511.92332,15.191,0.054,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.74,Z,18.694,19.523,,AA TAU,VVS,STD,,,,
2456511.92407,15.364,0.061,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.74,Z,18.646,19.444,,AA TAU,VVS,STD,,,,
2456512.65191,15.391,0.011,,V,MGW,,120,142,12459XM,T7 - ITELESCOPE - SPAIN,0,1.631,Z,-8.468,-6.269,,AA TAU,AAVSO,STD,,,,
2456512.92326,15.336,0.058,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.72,Z,18.615,19.431,,AA TAU,VVS,STD,,,,
2456512.92402,15.270,0.056,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.72,Z,18.603,19.409,,AA TAU,VVS,STD,,,,
2456512.94554,15.373,0.014,,V,MGW,,120,142,12459XM,T21 - ITELESCOPE - NM,0,1.565,Z,-8.467,-6.262,,AA TAU,AAVSO,STD,,,,
2456513.353259,12.888,0.039,,I,HMH,,ENSEMBLE,000-BKF-953,12498S,,1,1.803,Z,,10.753,,AA TAU,AAVSO,STD,,,,
2456513.65269,15.416,0.031,,V,MGW,,120,142,12459XM,T7 - ITELESCOPE - SPAIN,0,1.596,Z,-7.431,-5.218,,AA TAU,AAVSO,STD,,,,
2456513.92259,15.731,0.093,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.71,Z,18.769,19.561,,AA TAU,VVS,STD,,,,
2456513.92334,15.464,0.070,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.70,Z,18.705,19.451,,AA TAU,VVS,STD,,,,
2456514.65251,15.630,0.014,,V,MGW,,120,142,12459XM,T7 - ITELESCOPE - SPAIN,0,1.570,Z,-8.550,-6.366,,AA TAU,AAVSO,STD,,,,
2456514.89454,15.678,0.095,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.64,Z,17.502,18.533,,AA TAU,AAVSO,STD,,,,
2456514.89659,15.731,0.070,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.62,Z,17.405,18.422,,AA TAU,AAVSO,STD,,,,
2456514.89862,15.494,0.060,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.59,Z,17.574,18.569,,AA TAU,AAVSO,STD,,,,
2456514.90056,15.583,0.063,,V,MJB,,000-BKF-953,000-BKF-955,12290BSQ,STANDARD MAG: C = 12.001  K = 13.052,0,1.57,Z,17.531,18.558,,AA TAU,AAVSO,STD,,,,
2456514.91913,15.676,0.073,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.71,Z,18.614,19.435,,AA TAU,VVS,STD,,,,
2456514.91988,15.766,0.074,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.71,Z,18.589,19.387,,AA TAU,VVS,STD,,,,
2456515.65832,15.723,0.018,,V,MGW,,120,142,12459XM,T7 - ITELESCOPE - SPAIN,0,1.495,Z,-8.598,-6.409,,AA TAU,AAVSO,STD,,,,
2456515.85694,<13.2,,,Vis.,SLH,,13.2,,12459 dr,,,,Z,,,,AA TAU,AAVSO,STD,,,,
2456515.87288,15.610,0.076,,V,ROE,,ENSEMBLE,146,6983CFP,,0,1.825,Z,,14.427,,AA TAU,AAVSO,STD,,,,
2456515.91914,15.567,0.062,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.70,Z,18.600,19.417,,AA TAU,VVS,STD,,,,
2456515.91990,15.677,0.073,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.69,Z,18.590,19.380,,AA TAU,VVS,STD,,,,
2456516.352819,13.286,0.054,,I,HMH,,ENSEMBLE,000-BKF-953,12498S,,1,1.741,Z,,10.699,,AA TAU,AAVSO,STD,,,,
2456516.65189,15.833,0.022,,V,MGW,,120,142,12459XM,T7 - ITELESCOPE - SPAIN,0,1.526,Z,-8.461,-6.265,,AA TAU,AAVSO,STD,,,,
2456516.87582,15.711,0.094,,V,ROE,,ENSEMBLE,146,6983CFP,U,0,1.751,Z,,14.436,,AA TAU,AAVSO,STD,,,,
2456516.91843,15.755,0.075,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.68,Z,18.575,19.356,,AA TAU,VVS,STD,,,,
2456516.91918,15.699,0.071,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.68,Z,18.589,19.409,,AA TAU,VVS,STD,,,,
2456517.351627,13.329,0.051,,I,HMH,,ENSEMBLE,000-BKF-957,12466ADR,,1,1.730,Z,,12.700,,AA TAU,AAVSO,STD,,,,
2456517.65215,15.743,0.017,,V,MGW,,120,142,12459XM,T7 - ITELESCOPE - SPAIN,0,1.501,Z,-8.493,-6.296,,AA TAU,AAVSO,STD,,,,
2456517.86764,14.987,0.094,,V,ROE,,ENSEMBLE,,6983CFP,U,0,1.822,Z,,,,AA TAU,AAVSO,STD,,,,
2456517.91797,15.765,0.074,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.67,Z,18.669,19.449,,AA TAU,VVS,STD,,,,
2456517.91873,15.625,0.066,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.66,Z,18.656,19.439,,AA TAU,VVS,STD,,,,
2456518.66193,15.685,0.014,,V,MGW,,120,142,12459XM,T7 - ITELESCOPE - SPAIN,0,1.406,Z,-8.480,-6.275,,AA TAU,AAVSO,STD,,,,
2456518.67943,15.602,0.023,,V,MGW,,120,142,12459XM,T18 - ITELESCOPE - NERPIO SPAIN,0,1.303,Z,-7.547,-5.357,,AA TAU,AAVSO,STD,,,,
2456518.85347,<13.2,,,Vis.,SLH,,13.2,,12459 dr,"""13.2 comp star seen easily, seeing to at least 13.8-14.0""",,,Z,,,,AA TAU,AAVSO,STD,,,,
2456518.86502,15.497,0.060,,V,ROE,,ENSEMBLE,146,6983CFP,U,0,1.820,Z,,14.454,,AA TAU,AAVSO,STD,,,,
2456518.91424,15.561,0.056,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.67,Z,18.673,19.474,,AA TAU,VVS,STD,,,,
2456518.91499,15.637,0.060,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.67,Z,18.640,19.454,,AA TAU,VVS,STD,,,,
2456519.65170,15.641,0.016,,V,MGW,,120,142,12459XM,T7 - ITELESCOPE - SPAIN,0,1.461,Z,-8.476,-6.283,,AA TAU,AAVSO,STD,,,,
2456519.91431,15.633,0.063,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.66,Z,18.638,19.445,,AA TAU,VVS,STD,,,,
2456519.91506,15.591,0.055,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.65,Z,18.623,19.426,,AA TAU,VVS,STD,,,,
2456520.64139,15.567,0.015,,V,MGW,,120,142,12459XM,T7 - ITELESCOPE - SPAIN,0,1.523,Z,-8.388,-6.200,,AA TAU,AAVSO,STD,,,,
2456520.91358,15.585,0.060,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.65,Z,18.651,19.516,,AA TAU,VVS,STD,,,,
2456520.91433,15.571,0.058,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.64,Z,18.633,19.472,,AA TAU,VVS,STD,,,,
2456521.65270,15.518,0.028,,V,MGW,,120,142,12459XM,T7 - ITELESCOPE - SPAIN,0,1.413,Z,-8.119,-5.917,,AA TAU,AAVSO,STD,,,,
2456521.877419,15.435,0.016,,V,HDF,,ENSEMBLE,000-BKM-137,12468CYW,,1,1.336,Z,,14.417,,AA TAU,,STD,,,,
2456521.91295,15.470,0.053,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.63,Z,18.658,19.457,,AA TAU,VVS,STD,,,,
2456521.91370,15.522,0.057,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.63,Z,18.651,19.464,,AA TAU,VVS,STD,,,,
2456522.30766,15.592,0.017,,V,MGW,,120,142,12459XM,T17 - ITELESCOPE - SIDING SPRING AUSTRALIA,0,1.995,Z,-9.129,-6.906,,AA TAU,AAVSO,STD,,,,
2456522.352015,13.037,0.032,,I,HMH,,ENSEMBLE,000-BKF-953,12498S,,1,1.644,Z,,10.750,,AA TAU,AAVSO,STD,,,,
2456522.547,<12.9,,,Vis.,ILE,,000,,999999,,,,Z,,,,AA TAU,MCSE,STD,,,,
2456522.91221,15.746,0.066,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.62,Z,18.651,19.466,,AA TAU,VVS,STD,,,,
2456522.91300,15.740,0.065,,V,HMB,,000-BKF-955,000-BKM-136,12459CY,STANDARD MAG: C = 13.052  K = 13.835,0,1.62,Z,18.634,19.451,,AA TAU,VVS,STD,,,,
2456522.95,<13.2,,,Vis.,CKB,,132,,130801,,,,Z,,,,AA TAU,AAVSO,STD,,,,
2456523.343460,13.303,0.039,,I,HMH,,ENSEMBLE,000-BKF-953,12498S,,1,1.677,Z,,10.762,,AA TAU,AAVSO,STD,,,,
2456523.69179,15.797,0.045,,V,MGW,,120,142,12459XM,T18 - ITELESCOPE - NERPIO SPAIN,0,1.187,Z,-7.470,-5.260,,AA TAU,AAVSO,STD,,,,
