  i           filename[i]         MJD  year  mm  dd      i_flux   i_mag    v_mag  snr   mg8807ew  mg_8807_flux  mg8807co  mg_8807_wave  fe8689ew  fe_8689_flux  fe8689co  fe_8689_wave   K7700ew   K_7700_flux  K7700con   K_7700_wave   K7326ew   K_7326_flux  K7326con   K_7326_wave   K7016ew   K_7016_flux  K7016con   K_7016_wave  Li6708ew  Li_6708_flux  Li6708co  Li_6708_wave  bl6500ew  bl_6500_flux  bl6500co  bl_6500_wave  ca6122ew  ca_6122_flux  ca6122co  ca_6122_wave  un5660ew  un_5660_flux  un5660co  un_5660_wave  un5270ew  un_5270_flux  un5270co  un_5270_wave
206         1773159i.fits  57032.3711  2015   1  10    0.154597   2.027    14.03  26.0  0.035873    0.00007227  0.002015  880.72998047  0.035035    0.00006434  0.000064  868.90002441  0.044264    0.00005115  0.001156  769.94000244  0.024872    0.00002636  0.001060  732.65002441  0.017114    0.00001517  0.000886  701.66998291  0.042183    0.00002884  0.000684  670.83502197  0.114326    0.00007867  0.000688  649.79998779  0.065295    0.00003722  0.000570  612.25000000  0.064917    0.00002875  0.000443  566.05999756  0.238722    0.00008793  0.000368  526.84997559
207         1773360i.fits  57033.3828  2015   1  11    0.281894   1.375    13.97  35.0  0.036934    0.00013670  0.003701  880.72998047  0.037071    0.00012667  0.000127  868.90002441  0.044596    0.00009666  0.002167  769.94000244  0.023916    0.00004661  0.001949  732.65002441  0.018604    0.00003061  0.001645  701.66998291  0.044544    0.00005763  0.001294  670.83502197  0.116013    0.00014216  0.001225  649.79998779  0.068877    0.00007038  0.001022  612.25000000  0.080566    0.00006305  0.000783  566.05999756  0.288451    0.00017701  0.000614  526.84997559
208         1773361i.fits  57033.3984  2015   1  11    0.264807   1.443    14.06  34.0  0.037250    0.00013239  0.003554  880.72998047  0.037486    0.00012290  0.000123  868.90002441  0.046872    0.00009529  0.002033  769.94000244  0.027540    0.00005101  0.001852  732.65002441  0.020602    0.00003177  0.001542  701.66998291  0.043948    0.00005141  0.001170  670.83502197  0.116807    0.00013354  0.001143  649.79998779  0.071869    0.00006891  0.000959  612.25000000  0.089320    0.00006769  0.000758  566.05999756  0.299065    0.00016567  0.000554  526.84997559
209         1773362i.fits  57033.4180  2015   1  11    0.253219   1.491    14.12  33.0  0.038546    0.00013079  0.003393  880.72998047  0.039904    0.00012409  0.000124  868.90002441  0.046664    0.00008894  0.001906  769.94000244  0.027020    0.00004773  0.001767  732.65002441  0.020807    0.00003009  0.001446  701.66998291  0.047665    0.00005381  0.001129  670.83502197  0.117210    0.00012546  0.001070  649.79998779  0.072212    0.00006509  0.000901  612.25000000  0.077719    0.00005288  0.000680  566.05999756  0.331753    0.00017958  0.000541  526.84997559
210         1773363i.fits  57033.4375  2015   1  11    0.253090   1.492    14.11  33.0  0.040650    0.00013881  0.003415  880.72998047  0.040998    0.00012989  0.000130  868.90002441  0.048517    0.00009438  0.001945  769.94000244  0.028182    0.00005044  0.001790  732.65002441  0.021730    0.00003210  0.001477  701.66998291  0.046504    0.00005231  0.001125  670.83502197  0.113598    0.00012420  0.001093  649.79998779  0.074270    0.00006775  0.000912  612.25000000  0.075268    0.00005078  0.000675  566.05999756  0.337183    0.00018386  0.000545  526.84997559
211         1773642i.fits  57034.3086  2015   1  12    0.254992   1.484    14.08  33.0  0.039207    0.00013219  0.003372  880.72998047  0.037489    0.00011589  0.000116  868.90002441  0.043879    0.00008698  0.001982  769.94000244  0.022455    0.00004003  0.001783  732.65002441  0.019408    0.00002918  0.001504  701.66998291  0.041921    0.00004827  0.001151  670.83502197  0.105962    0.00012058  0.001138  649.79998779  0.066827    0.00006383  0.000955  612.25000000  0.069126    0.00005100  0.000738  566.05999756  0.265228    0.00015218  0.000574  526.84997559
212         1773643i.fits  57034.3242  2015   1  12    0.253199   1.491    14.06  33.0  0.038292    0.00012777  0.003337  880.72998047  0.038287    0.00011736  0.000117  868.90002441  0.043677    0.00008430  0.001930  769.94000244  0.025573    0.00004602  0.001799  732.65002441  0.017456    0.00002617  0.001499  701.66998291  0.042453    0.00004920  0.001159  670.83502197  0.108013    0.00012027  0.001113  649.79998779  0.071021    0.00006779  0.000954  612.25000000  0.064457    0.00004681  0.000726  566.05999756  0.273485    0.00015780  0.000577  526.84997559
213         1773644i.fits  57034.3438  2015   1  12    0.256052   1.479    14.06  33.0  0.038063    0.00012817  0.003367  880.72998047  0.037596    0.00011655  0.000117  868.90002441  0.041955    0.00008160  0.001945  769.94000244  0.026617    0.00004870  0.001830  732.65002441  0.018202    0.00002753  0.001513  701.66998291  0.044104    0.00005128  0.001163  670.83502197  0.114584    0.00013019  0.001136  649.79998779  0.068157    0.00006633  0.000973  612.25000000  0.081944    0.00006100  0.000744  566.05999756  0.275710    0.00015903  0.000577  526.84997559
214         1773645i.fits  57034.3633  2015   1  12    0.263125   1.450    14.03  34.0  0.038115    0.00013161  0.003453  880.72998047  0.036346    0.00011543  0.000115  868.90002441  0.043699    0.00008724  0.001996  769.94000244  0.026820    0.00005038  0.001879  732.65002441  0.019263    0.00003001  0.001558  701.66998291  0.042603    0.00005075  0.001191  670.83502197  0.111525    0.00013313  0.001194  649.79998779  0.070922    0.00007131  0.001005  612.25000000  0.070885    0.00005381  0.000759  566.05999756  0.294895    0.00018175  0.000616  526.84997559
215         1773812i.fits  57035.2305  2015   1  13    0.209832   1.695    13.88  30.0  0.044431    0.00012535  0.002821  880.72998047  0.042635    0.00011068  0.000111  868.90002441  0.058279    0.00009534  0.001636  769.94000244  0.029376    0.00004329  0.001474  732.65002441  0.021311    0.00002642  0.001240  701.66998291  0.050828    0.00004624  0.000910  670.83502197  0.132555    0.00011923  0.000899  649.79998779  0.078851    0.00005961  0.000756  612.25000000  0.077129    0.00004220  0.000547  566.05999756  0.382628    0.00016550  0.000433  526.84997559
216         1773813i.fits  57035.2422  2015   1  13    0.227030   1.610    13.81  31.0  0.043643    0.00013316  0.003051  880.72998047  0.043406    0.00012158  0.000122  868.90002441  0.057428    0.00010132  0.001764  769.94000244  0.029851    0.00004740  0.001588  732.65002441  0.022000    0.00002899  0.001318  701.66998291  0.050830    0.00005046  0.000993  670.83502197  0.130737    0.00012667  0.000969  649.79998779  0.081310    0.00006692  0.000823  612.25000000  0.084606    0.00005168  0.000611  566.05999756  0.375592    0.00017837  0.000475  526.84997559
217         1773814i.fits  57035.2539  2015   1  13    0.231759   1.587    13.79  31.0  0.043814    0.00013747  0.003138  880.72998047  0.043174    0.00012390  0.000124  868.90002441  0.057129    0.00010267  0.001797  769.94000244  0.028762    0.00004637  0.001612  732.65002441  0.021657    0.00002934  0.001355  701.66998291  0.051036    0.00005208  0.001020  670.83502197  0.122968    0.00012311  0.001001  649.79998779  0.082529    0.00007023  0.000851  612.25000000  0.088085    0.00005571  0.000632  566.05999756  0.399070    0.00019975  0.000501  526.84997559
218         1773815i.fits  57035.2656  2015   1  13    0.236350   1.566    13.76  31.0  0.043179    0.00013811  0.003198  880.72998047  0.045725    0.00013288  0.000133  868.90002441  0.056779    0.00010413  0.001834  769.94000244  0.029436    0.00004862  0.001652  732.65002441  0.022945    0.00003167  0.001380  701.66998291  0.050766    0.00005314  0.001047  670.83502197  0.134034    0.00013820  0.001031  649.79998779  0.081221    0.00006974  0.000859  612.25000000  0.080734    0.00005157  0.000639  566.05999756  0.373613    0.00018449  0.000494  526.84997559
219         1774085i.fits  57036.4258  2015   1  14    0.191835   1.793    14.03  28.0  0.044804    0.00011815  0.002637  880.72998047  0.044220    0.00010582  0.000106  868.90002441  0.058761    0.00008379  0.001426  769.94000244  0.029082    0.00003784  0.001301  732.65002441  0.020867    0.00002227  0.001067  701.66998291  0.046935    0.00003988  0.000850  670.83502197  0.127845    0.00010076  0.000788  649.79998779  0.082704    0.00005325  0.000644  612.25000000  0.081457    0.00003833  0.000471  566.05999756  0.388521    0.00014221  0.000366  526.84997559
220         1774086i.fits  57036.4375  2015   1  14    0.179313   1.866    14.09  27.0  0.041590    0.00010184  0.002449  880.72998047  0.042753    0.00009574  0.000096  868.90002441  0.059417    0.00008067  0.001358  769.94000244  0.028843    0.00003460  0.001199  732.65002441  0.021879    0.00002205  0.001008  701.66998291  0.054316    0.00004153  0.000765  670.83502197  0.125466    0.00008866  0.000707  649.79998779  0.087000    0.00005185  0.000596  612.25000000  0.078236    0.00003368  0.000430  566.05999756  0.391275    0.00013404  0.000343  526.84997559
221         1774087i.fits  57036.4492  2015   1  14    0.195734   1.771    13.98  28.0  0.044270    0.00012032  0.002718  880.72998047  0.043729    0.00010739  0.000107  868.90002441  0.058250    0.00008555  0.001469  769.94000244  0.028813    0.00003869  0.001343  732.65002441  0.023608    0.00002612  0.001106  701.66998291  0.053907    0.00004461  0.000828  670.83502197  0.139324    0.00011385  0.000817  649.79998779  0.084533    0.00005628  0.000666  612.25000000  0.086363    0.00004210  0.000488  566.05999756  0.399444    0.00015444  0.000387  526.84997559
222         1774088i.fits  57036.4609  2015   1  14    0.196096   1.769    13.96  28.0  0.044478    0.00012012  0.002701  880.72998047  0.045632    0.00011282  0.000113  868.90002441  0.056660    0.00008355  0.001475  769.94000244  0.030031    0.00004099  0.001365  732.65002441  0.021507    0.00002368  0.001101  701.66998291  0.053152    0.00004421  0.000832  670.83502197  0.123579    0.00009744  0.000788  649.79998779  0.084720    0.00005712  0.000674  612.25000000  0.086055    0.00004182  0.000486  566.05999756  0.373705    0.00014154  0.000379  526.84997559
223         1774359i.fits  57037.1914  2015   1  15    0.230992   1.591    13.45  33.0  0.040373    0.00012118  0.003001  880.72998047  0.039670    0.00011031  0.000110  868.90002441  0.047310    0.00008856  0.001872  769.94000244  0.029030    0.00005010  0.001726  732.65002441  0.019280    0.00002832  0.001469  701.66998291  0.033207    0.00003884  0.001170  670.83502197  0.102826    0.00010997  0.001069  649.79998779  0.066947    0.00005665  0.000846  612.25000000  0.080994    0.00005209  0.000643  566.05999756  0.324369    0.00019349  0.000596  526.84997559
224         1774360i.fits  57037.2031  2015   1  15    0.200254   1.746    13.87  28.0  0.042718    0.00011575  0.002710  880.72998047  0.043110    0.00010765  0.000108  868.90002441  0.058407    0.00008882  0.001521  769.94000244  0.031319    0.00004302  0.001374  732.65002441  0.017878    0.00002002  0.001120  701.66998291  0.051844    0.00004348  0.000839  670.83502197  0.119251    0.00009832  0.000825  649.79998779  0.081682    0.00005588  0.000684  612.25000000  0.084463    0.00004246  0.000503  566.05999756  0.389715    0.00015290  0.000392  526.84997559
225         1774361i.fits  57037.2148  2015   1  15    0.195934   1.770    13.88  28.0  0.044438    0.00011852  0.002667  880.72998047  0.044573    0.00010882  0.000109  868.90002441  0.061231    0.00009252  0.001511  769.94000244  0.029347    0.00003917  0.001335  732.65002441  0.019581    0.00002154  0.001100  701.66998291  0.051698    0.00004283  0.000828  670.83502197  0.122051    0.00009793  0.000802  649.79998779  0.083738    0.00005614  0.000670  612.25000000  0.081812    0.00004043  0.000494  566.05999756  0.397775    0.00015188  0.000382  526.84997559
226         1774362i.fits  57037.2266  2015   1  15    0.198933   1.753    13.91  28.0  0.044813    0.00012137  0.002708  880.72998047  0.041619    0.00010312  0.000103  868.90002441  0.062476    0.00009506  0.001522  769.94000244  0.030506    0.00004155  0.001362  732.65002441  0.024579    0.00002762  0.001124  701.66998291  0.052239    0.00004492  0.000860  670.83502197  0.125222    0.00010114  0.000808  649.79998779  0.081294    0.00005539  0.000681  612.25000000  0.089643    0.00004588  0.000512  566.05999756  0.384110    0.00014635  0.000381  526.84997559
